0.000000	0.000000	0.000000	0.020000
0.100000	-0.002000	0.000000	0.025800
0.200000	-0.004580	-0.000200	0.027477
0.300000	-0.007308	-0.000661	0.027956
0.400000	-0.010037	-0.001402	0.028087
0.500000	-0.012706	-0.002426	0.028117
0.600000	-0.015275	-0.003733	0.028118
0.700000	-0.017713	-0.005317	0.028111
0.800000	-0.019993	-0.007168	0.028102
0.900000	-0.022086	-0.009275	0.028094
1.000000	-0.023968	-0.011622	0.028085
1.100000	-0.025614	-0.014194	0.028077
1.200000	-0.027003	-0.016968	0.028071
1.300000	-0.028113	-0.019923	0.028065
1.400000	-0.028927	-0.023033	0.028060
1.500000	-0.029430	-0.026271	0.028056
1.600000	-0.029608	-0.029608	0.028054
1.700000	-0.029453	-0.033013	0.028053
1.800000	-0.028957	-0.036453	0.028053
1.900000	-0.028117	-0.039896	0.028054
2.000000	-0.026933	-0.043306	0.028057
2.100000	-0.025408	-0.046649	0.028061
2.200000	-0.023549	-0.049889	0.028066
2.300000	-0.021366	-0.052993	0.028073
2.400000	-0.018875	-0.055924	0.028081
2.500000	-0.016090	-0.058651	0.028091
2.600000	-0.013034	-0.061139	0.028101
2.700000	-0.009730	-0.063360	0.028113
2.800000	-0.006206	-0.065283	0.028125
2.900000	-0.002490	-0.066883	0.028139
3.000000	0.001384	-0.068135	0.028153
3.100000	0.005383	-0.069019	0.028168
3.200000	0.009468	-0.069516	0.028184
3.300000	0.013601	-0.069612	0.028200
3.400000	0.017742	-0.069296	0.028216
3.500000	0.021850	-0.068561	0.028233
3.600000	0.025883	-0.067405	0.028249
3.700000	0.029798	-0.065827	0.028265
3.800000	0.033555	-0.063835	0.028281
3.900000	0.037110	-0.061437	0.028296
4.000000	0.040424	-0.058648	0.028311
4.100000	0.043458	-0.055485	0.028325
4.200000	0.046174	-0.051971	0.028337
4.300000	0.048537	-0.048134	0.028349
4.400000	0.050516	-0.044002	0.028359
4.500000	0.052080	-0.039610	0.028367
4.600000	0.053204	-0.034996	0.028374
4.700000	0.053866	-0.030201	0.028379
4.800000	0.054049	-0.025267	0.028383
4.900000	0.053737	-0.020241	0.028384
5.000000	0.052923	-0.015171	0.028384
5.100000	0.051602	-0.010107	0.028382
5.200000	0.049774	-0.005098	0.028377
5.300000	0.047446	-0.000197	0.028371
5.400000	0.044629	0.004544	0.028362
5.500000	0.041338	0.009075	0.028352
5.600000	0.037595	0.013345	0.028339
5.700000	0.033427	0.017305	0.028325
5.800000	0.028864	0.020907	0.028309
5.900000	0.023942	0.024107	0.028291
6.000000	0.018702	0.026863	0.028272
6.100000	0.013189	0.029136	0.028252
6.200000	0.007450	0.030892	0.028230
6.300000	0.001538	0.032101	0.028208
6.400000	-0.004493	0.032736	0.028185
6.500000	-0.010585	0.032778	0.028161
6.600000	-0.016679	0.032211	0.028137
6.700000	-0.022714	0.031026	0.028113
6.800000	-0.028628	0.029220	0.028089
6.900000	-0.034359	0.026796	0.028065
7.000000	-0.039845	0.023762	0.028043
7.100000	-0.045025	0.020134	0.028021
7.200000	-0.049841	0.015933	0.028000
7.300000	-0.054234	0.011188	0.027980
7.400000	-0.058151	0.005933	0.027963
7.500000	-0.061540	0.000207	0.027947
7.600000	-0.064356	-0.005944	0.027933
7.700000	-0.066554	-0.012469	0.027921
7.800000	-0.068100	-0.019312	0.027911
7.900000	-0.068960	-0.026411	0.027904
8.000000	-0.069109	-0.033703	0.027900
8.100000	-0.068529	-0.041120	0.027898
8.200000	-0.067206	-0.048589	0.027899
8.300000	-0.065137	-0.056039	0.027903
8.400000	-0.062324	-0.063393	0.027910
8.500000	-0.058776	-0.070576	0.027920
8.600000	-0.054510	-0.077513	0.027933
8.700000	-0.049552	-0.084126	0.027948
8.800000	-0.043934	-0.090343	0.027966
8.900000	-0.037696	-0.096092	0.027987
9.000000	-0.030886	-0.101303	0.028011
9.100000	-0.023557	-0.105911	0.028037
9.200000	-0.015769	-0.109855	0.028065
9.300000	-0.007590	-0.113080	0.028094
9.400000	0.000908	-0.115535	0.028126
9.500000	0.009649	-0.117178	0.028159
9.600000	0.018551	-0.117970	0.028193
9.700000	0.027529	-0.117885	0.028228
9.800000	0.036495	-0.116900	0.028264
9.900000	0.045358	-0.115004	0.028300
10.000000	0.054029	-0.112193	0.028335
10.100000	0.062414	-0.108473	0.028370
10.200000	0.070425	-0.103859	0.028404
10.300000	0.077970	-0.098375	0.028437
10.400000	0.084964	-0.092053	0.028469
10.500000	0.091322	-0.084938	0.028498
10.600000	0.096966	-0.077079	0.028525
10.700000	0.101822	-0.068539	0.028549
10.800000	0.105821	-0.059385	0.028570
10.900000	0.108902	-0.049694	0.028588
11.000000	0.111013	-0.039549	0.028602
11.100000	0.112108	-0.029041	0.028612
11.200000	0.112151	-0.018265	0.028618
11.300000	0.111115	-0.007324	0.028620
11.400000	0.108986	0.003677	0.028618
11.500000	0.105756	0.014631	0.028611
11.600000	0.101432	0.025426	0.028600
11.700000	0.096029	0.035951	0.028584
11.800000	0.089576	0.046093	0.028564
11.900000	0.082110	0.055742	0.028539
12.000000	0.073682	0.064789	0.028511
12.100000	0.064352	0.073129	0.028478
12.200000	0.054191	0.080661	0.028442
12.300000	0.043281	0.087290	0.028402
12.400000	0.031712	0.092928	0.028360
12.500000	0.019583	0.097493	0.028314
12.600000	0.007002	0.100913	0.028267
12.700000	-0.005916	0.103127	0.028217
12.800000	-0.019050	0.104083	0.028166
12.900000	-0.032275	0.103739	0.028115
13.000000	-0.045460	0.102068	0.028062
13.100000	-0.058473	0.099053	0.028011
13.200000	-0.071180	0.094691	0.027959
13.300000	-0.083445	0.088993	0.027909
13.400000	-0.095135	0.081984	0.027861
13.500000	-0.106119	0.073700	0.027815
13.600000	-0.116271	0.064194	0.027771
13.700000	-0.125467	0.053530	0.027731
13.800000	-0.133593	0.041786	0.027694
13.900000	-0.140541	0.029053	0.027661
14.000000	-0.146213	0.015435	0.027633
14.100000	-0.150520	0.001045	0.027610
14.200000	-0.153385	-0.013991	0.027591
