0 9
1 12
2 9
3 12
4 9
5 12
6 9
7 12
8 9
9 12
10 9
11 12
12 9
13 12
14 9
15 12
16 9
17 12
18 9
19 12
20 9
21 12
22 9
23 12
24 9
25 12
26 9
27 12
28 9
29 12
30 9
31 11
32 7
33 5
34 5
35 5
36 5
37 5
38 5
39 5
40 5
41 5
42 5
43 5
44 5
45 5
46 5
47 5
48 5
49 5
50 5
